country,country_name,category,genre_id,rank,app_id,app_name,developer,url,price,averageUserRating,userRatingCount,primaryGenreName,description,launch_date,update_date
fi,Finland,Finance,6015,1,740514933,S-mobiili,S-Pankki Oyj,https://apps.apple.com/fi/app/s-mobiili/id740514933?uo=4,0.0,4.35912,27150,Finance,"What is S-mobiili?


S-mobiili combines retail, banking and asset management services into one app.

You can activate the app with any bank’s credentials or a mobile certificate.

For more information about using or activating S-mobiili, tap the bubble in the top right corner of the app or go to https://www.s-kanava.fi/palvelut/s-mobiili/.



What can I do in S-mobiili?


Member services

- Bonus and Purchases – Track the bonus status of your household and check how close you are to the next bonus level. Review the breakdown of your purchases into different product groups, the degree of Finnish origin of your shopping basket, and compare price levels with competitors.
- S-Etukortti and S-Etukortti barcode – Earn bonus and take advantage of co-op member benefits by adding your S-Etukortti to Apple Wallet or with S-Etukortti barcode.
- Benefits and tips – Benefits tailored to you and current news. Note: By enabling notifications, you can make sure you’re always informed about your latest benefits.
- Receipts for your purchases – Receipts for your purchases will be stored in the electronic receipt archive and you can stop receiving unnecessary paper receipts.
- Your favourite outlets – Easily find benefits, promotions, opening hours and services for your favourite outlets in one place.
- Where to earn bonus – Search or browse locations in your area where you can earn bonus
- My information and information of your co-op member household – Easily manage your contact information and the information of your co-op member household


Bank services

- Authentication – Log in and pay with your personal PIN code or fingerprint instead of using banking credentials – also works for online stores and public services!
- Saver – Achieve easy savings as part of your everyday spending. Save one euro for every card payment or transfer the bonuses you get for your S Group purchases to a fund.
- Investments – Check your funds or investments, make additional investments in the funds you own, or invest in new funds.
- Loans – Apply for an S-Laina loan or increase the loan amount, and check your loan information.
- Accounts – View your account balances and transactions.
- E-salary – View electronic payslips.
- Cards – Apply for a new card or increase your card’s credit limit. Check the PIN code of your card, adjust security limits, and view your credit transactions.
- Apple Pay – Add your payment cards to Apple Wallet and start making mobile payments.
- Click to Pay – Connect your payment card to the Click to Pay service, which makes it easier and more secure for you to pay online.
- Paying – Pay bills or transfer money between your accounts easily and quickly.
- E-invoices - Order new e-invoices and view your existing e-invoice orders.
- S-Bank Private – Make use of investment and asset management services tailored to your needs. Only available to S-Bank Private customers.
- Contact us – Call us or send us a message, provide feedback on our services, or view our FAQs.

You can use S-mobiili on a device with a iOS 15 or newer.

After activating S-mobiili, you can change the language to English (Beta) in the Me section of the app.

Please note that in order to use S-mobiili, you must be a co-op member or belong to a co-op member household. More information about co-op membership: s-kanava.fi



What does S-mobiili request permission to?


Location data, so that we can provide you with the closest services and the most relevant benefits.

Use of the camera, to scan barcodes so you can conveniently pay your bills.

Sending notifications, so that you can be notified of matters like received e-invoices and electronic cash receipts.",2013-11-15T02:39:49Z,2025-11-19T19:44:19Z
fi,Finland,Finance,6015,2,768172577,MobilePay,Vipps MobilePay AS,https://apps.apple.com/fi/app/mobilepay/id768172577?uo=4,0.0,4.58815,118887,Finance,"MobilePaylla maksaminen on helpon helppoa!

MobilePayn avulla voit:
• lähettää ja pyytää rahaa
• vastaanottaa rahaa
• lähettää rahalahjoja
• maksaa verkkokaupoissa, sovelluksissa tai myymälöissä
• maksaa toistuvia maksuja kuten lehtitilauksia
• jakaa kuluja kavereiden kanssa
• kerätä yhteistä kassaa vaikkapa koulun luokkaretkeä tai lomamatkaa varten

Käyttääksesi MobilePayta, sinun tulee olla yli 15-vuotias ja tarvitset suomalaisen henkilötunnuksen, pankkitilin, puhelinnumeron sekä pankkikortin.

MobilePay on saatavilla suomeksi, ruotsiksi, englanniksi, norjaksi sekä tanskaksi.

Helpon helppoa!",2013-12-06T02:29:35Z,2025-11-24T06:20:59Z
fi,Finland,Finance,6015,3,932493382,Revolut - Mobile Finance,Revolut Ltd,https://apps.apple.com/fi/app/revolut-mobile-finance/id932493382?uo=4,0.0,4.8028,7728,Finance,"Join the 60+ million customers worldwide who use our app to spend, send, and save smarter.

This description is relevant for UK residents only.

Make your spend, well-spent

- Pay any way, with physical cards, virtual cards, single-use virtual cards for extra protection, Google or Apple Pay — you name it
- Spend abroad like a local with great exchange rates (fees additional to the rate provided may apply)
- Easily track and analyse your spending
- Link your external bank accounts to Revolut to stay on top of all your spending in one place
- Design a physical card you vibe with (fees may apply). Want to add a little luxury? Upgrade to Metal for a shiny steel card
- Not enough? Level up to Ultra to bag an exclusive platinum-plated card (Paid Plan T&Cs and subscription fees apply)
- Set your kids up for financial success. Get them a free Revolut ＜18 account, with their own card, so they can learn about money in a safe and fun way

Send money near, far, wherever they are

- Request or send 30+ currencies with a tap to anyone, anywhere
- Chat, send, and receive money, in one place. Whatever your plans, transfers are instant between your Revolut friends
- No more awkward money chats! Split, chat, and settle bills in one place. You can even share a fun GIF to diffuse any tension

Save the interest-ing way

- Grow your money in GBP, EUR, and USD, with annual interest paid daily, directly into your account
- Access your savings whenever you need to, with zero penalties or fees
- Build your savings effortlessly — set up recurring transfers and round up spare change to stash cash without even trying

Explore investments (Capital at risk. Content is for UK residents only)

- Start investing from $1 (other fees may apply)
- Choose from 2,000+ stocks to invest in some of the world's most popular companies
- Enjoy commission-free stock trading within your monthly allowance (other fees may apply)
- Access our trading Learn courses and quizzes

Investment services are provided by Revolut Trading Ltd (No. 11567840) which is authorised and regulated by the Financial Conduct Authority (FRN: 933846). Registered address: 30 South Colonnade, London E14 5HX, United Kingdom.
End the overspend

- Get instant spending notifications to keep track of every payment
- Use smart budgeting and analytics tools to stop wondering where your money went, and start telling it where to go
- Worried about missing upcoming payments or subscription charges? Don’t be — we’ll notify you beforehand

Looking to go even further? Upgrade to one of our paid plans to get exclusive cards, more benefits, even cooler perks, you name it. Pick the plan that’s right for you: Plus, Premium, Metal or Ultra (Paid Plan T&Cs and subscription fees apply).

Unlock security features that you control

- Freeze and unfreeze your card in a tap
- Use single-use cards with details that regenerate each time, for an extra layer of protection
- Set spending limits and get notifications to keep track of your money

How we protect your money

- Your savings are protected by the FSCS through our partner banks – up to £85k. Subject to eligibility, visit the FSCS website for more information
- Our sophisticated fraud prevention system flags high-risk transactions and pings you an alert, so you can spot scams and nip ‘em in the bud
- It’s our business to protect your data, and we take it seriously. Extensive identity verification keeps sign-ups secure, and your account is protected with passcodes and biometrics
- We’re available 24/7 via our in-app customer support

Revolut Ltd (No. 08804411) is authorised by the Financial Conduct Authority under the Electronic Money Regulations 2011 (FRN: 900562). Registered address: 30 South Colonnade, London E14 5HX, United Kingdom.",2015-03-01T14:54:14Z,2025-11-20T16:41:08Z
fi,Finland,Finance,6015,4,6740020183,LähiTapiola,LaehiTapiola Keskinaeinen Vakuutusyhtioe,https://apps.apple.com/fi/app/l%C3%A4hitapiola/id6740020183?uo=4,0.0,3,29,Finance,"LähiTapiola Vakuutukset on vakuutusyhtiö LähiTapiolan sovellus, jossa asioit helposti mobiililaitteellasi.
Tarkastele vakuutuksia, ilmoita vahingoista, maksa laskuja ja ota yhteyttä – vaikka kotisohvalta. LähiTapiola-sovelluksen avulla taskussasi on aina luotettava yhteys vakuutusyhtiöösi.

Sovelluksessa voit:
•  Tarkastella ja hallita vakuutuksia: Autovakuutus, kotivakuutus vai terveysvakuutus? Näe vakuutustietosi yhdessä paikassa ja päivitä niitä helposti
•  Saada apua hätätilanteissa: Jos auto jättää tien varteen tai matkalla tapahtuu, voit soittaa Hätäpalveluumme 24/7
•  Toimia vahingon sattuessa: Tee vahinkoilmoitus vaihe vaiheelta ja seuraa sen käsittelyä
•  Tehdä hakemuksia: Hae korvausta tai suoralaskutuslupaa
•  Maksaa laskut kätevästi: Tarkastele laskujasi, ota käyttöön paperiton palvelu tai e-lasku ja vältä eräpäivien unohtuminen
•  Olla yhteydessä helposti: Lähetä viestejä, löydä asiakaspalvelun yhteystiedot tai varaa aika
•  Löytää tarjouksia ja tietoa: Hyödynnä vaihtuvat edut ja uusimmat artikkelit taloutesi tueksi

Ladatessasi LähiTapiola Vakuutukset-sovelluksen tarvitset tunnistautumista varten verkkopankkitunnuksesi. Jatkossa sovellus toimii halutessasi kätevästi Face-ID-kasvojentunnistuksella.

Kehitämme sovellusta jatkuvasti ja palautteesi on meille tärkeää. Arvostele sovellus ja auta meitä luomaan sinulle entistä sujuvampia kokemuksia!",2025-08-25T07:00:00Z,2025-09-08T03:52:00Z
fi,Finland,Finance,6015,5,1569382782,Walley,Norion Bank AB,https://apps.apple.com/fi/app/walley/id1569382782?uo=4,0.0,4.34669,2420,Finance,"Med Walley-appen får du full koll på dina betalningar. Se vad som är betalt, vad som återstår och när det är dags för nästa. Vill du flytta fram ett betaldatum eller dela upp ett köp i mindre, mer hanterbara delar? Inga problem! Det gör du snabbt och smidigt direkt i appen, som dessutom är helt kostnadsfri att ladda ner och använda. 

Det här kan du göra i Walley-appen: 

Få full översikt över alla dina betalningar. 

Flytta fram betaltiden direkt i appen. 

Dela upp betalningen och betala i mindre delar. 

Få notiser så att du aldrig missar en betalning. 

Betala smidigt och snabbt med bara några klick. 

Pausa en faktura vid retur, så slipper du betala i onödan. 

Om Walley 

Walley är en betallösning som används av 1000-tals e-handlare och butiker i Norden för att skapa köpupplevelser som känns smidiga och självklara. När du har hittat den där sällsynta vinylsamlingen, de robusta vandringskängorna eller den hypermoderna stektermometern, ska det vara enkelt att slå till. Därför har vi samlat alla betalsätt du kan tänkas behöva för att köpet ska bli så tryggt, flexibelt och krångelfritt som möjligt. 

För när allt flyter på, och du kan betala på det sätt som passar dig och din plånbok bäst, kan det nästan kännas lite magiskt. Och det är precis så det ska vara.",2021-10-05T07:00:00Z,2025-08-07T06:44:39Z
fi,Finland,Finance,6015,6,1621020173,Budget Planner App - Fleur,Akash Jain,https://apps.apple.com/fi/app/budget-planner-app-fleur/id1621020173?uo=4,0.0,4.88,125,Finance,"Fleur is a cute and simple budget planner and tracker app. The app allows you to easily add daily expenses and income. You can also set a monthly budget, create multiple accounts and track your debt. Fleur is an all in one app that will help you manage your money.

Key Features:
- Minimal, elegant, and aesthetically pleasing design
- Easily log expenses and income
- Set a monthly budget
- View insights and understand spending habits
- View transaction history
- Add repeating transactions
- Create new categories
- iCloud sync
- No sign in required
- Easy search and filter

Read more about our Terms & Conditions and Privacy Policy here:
https://fleurbudget.com/privacy_terms.html

We are always there for you!
- If you are facing any issues or have questions, please feel free to email us. Hope you enjoy using our app as much as we do! :)",2022-05-22T07:00:00Z,2025-11-18T05:29:15Z
fi,Finland,Finance,6015,7,283646709,"PayPal - Send, Manage, Pay","PayPal, Inc.",https://apps.apple.com/fi/app/paypal-send-manage-pay/id283646709?uo=4,0.0,4.55321,5506,Finance,"There’s never been a better time to check out PayPal, the trusted way to pay
Say hello to PayPal+, our free loyalty programme that helps you make the most of your money every time you shop with PayPal

SEND & RECEIVE MONEY​
A simple, secure way to quickly send & receive money to friends and family. With encryption technology, we go the distance to help make sure your money transfers are secure

ITS LOYALTY FOR ALL. AND ITS ALL FOR FREE
PayPal+ is the loyalty programme that rewards you with more points, in more ways. Use them almost anywhere PayPal is accepted. And it’s all for free, with no fees and no caps*​
*Rewards are earned as points under the PayPal+ rewards programme. To start earning, you must be enrolled in PayPal+. If you are not yet enrolled, you can sign in the PayPal app. PayPal+ Terms and conditions apply.

MULTIPLY YOUR POINTS WITH THE PAYPAL DEBIT CARD​
Earn up to 10x PayPal+ points when you pay with your PayPal Debit Card, everywhere Mastercard® is accepted. Add it to your mobile wallet, use it in person, and at PayPal checkout to watch your points grow*​
* Set up and activation required. Terms and conditions apply

BUY NOW, PAY LATER​
Keep track of all your PayPal Pay in 3 repayments.* Plus, earn points whenever you use Pay in 3
*Pay in 3 subject to status. Unregulated credit. Available for purchases £20-£3000. Consider if affordable and impact on other borrowing

SEND MONEY GLOBALLY
Send money to friends and family abroad in over 110 countries – or get even more delivery options with Xoom
*Fees and restrictions apply. Transaction, currency conversion, and other fees may apply

MANAGE YOUR SUBSCRIPTIONS ​
Keep track of your different subscriptions at the subscription hub. Easily view, update, or cancel subscriptions, while enjoying updates on recurring payments. Manage recurring payments all in one place. 

POOL MONEY TOGETHER​
Collect money in advance for group gifts, shared experiences, and more and skip the hassle of reimbursement afterward.​
*An account with PayPal is required to create a Pool. Terms and limits apply

PAY HOW YOU WANT​
Add your debit or credit cards* or link your bank accounts for extra flexibility at checkout. You’ll even be able to continue collecting rewards points**
*Using your credit card through your PayPal wallet may impact your rights under Section 75 of the Consumer Credit Act. This means you may lose the right to hold the merchant or your credit card provider jointly liable if you don’t get the goods or services you paid for (if they cost between £100 and £30,000)​
**Subject to issuer’s applicable reward programme terms and conditions

PayPal UK Ltd is authorised and regulated by the Financial Conduct Authority (FCA) as an electronic money institution (firm reference number 994790); in relation to its regulated consumer credit activities (firm reference number 996405); and for the provision of cryptocurrency services (firm reference number 1000741). Some products and services, such as PayPal Pay in 3 and PayPal Working Capital, are not regulated by the FCA and may offer a lower level of protection. Please read product terms for further details. PayPal UK Ltd's company number is 14741686. Its registered office is 5 Fleet Place, London, United Kingdom, EC4M 7RD",2019-02-03T08:00:00Z,2025-11-17T16:24:16Z
fi,Finland,Finance,6015,8,345038631,Nordnet: Stocks & Funds,Nordnet Bank AB,https://apps.apple.com/fi/app/nordnet-stocks-funds/id345038631?uo=4,0.0,4.39039,23412,Finance,"Nordnet's products and services are available in Denmark, Finland, Norway and Sweden. With Nordnet's award-winning app, investing in stocks, funds, and ETFs is easier than ever. In the app you can track your progress and what is happening on the stock market. It's completely free to download and use the app.

• We offer trading in stocks, funds, and other securities at low fees on several of the world's largest exchanges.

• Discover new investments through top and theme lists, articles, and current campaigns.

• See discussions about investing and specific stocks and funds from our users.

• Follow your holdings and the stock market's development in real-time.



GET STARTED IN THREE MINUTES.

Create an account directly in the app. Deposit your money easily and secure to start trading and investing.



LOW FEES FOR TRADING AND INVESTING.

Always low fees regardless of how little or much you trade. Choose the commission class that fits your trading.



AUTOMATIC MONTHLY INVESTING.

Save automatically each month in funds. Get help choosing a fund plan that suits you.



WIDE RANGE OF STOCKS AND FUNDS.

Choose from thousands of stocks and funds on multiple exchanges around the world. Get inspired by other investors' stock holdings or choose funds based on your savings goals: sustainable, low fees, or highest returns.



REAL-TIME PRICE ALERTS.

Get a push notification when your watched stocks and other securities reach the level you have set.



WATCHLISTS.

Find your next investment through our watchlists. Choose industries that interest you and then get lists of instruments within those themes. Use it as inspiration to find new investments or to keep an eye on exciting companies. You can also create your own watchlists.



LISTEN AND READ REPORTS WITH QUARTR.

In partnership with Quartr, you can easily keep track of your favorite stocks by listening to company presentations during quarterly and annual reports. You can also download reports and presentations in text format.



INTERACTIVE GRAPHS.

Compare your investments with relevant indexes and see how you perform over time. See features for more advanced investors, such as trading volume and candlesticks.



SAFE AND EASY.

Log in with Touch-ID or Face-ID. Hide your balance if you, for example, want to log in in public environments.



ABOUT NORDNET.

We are a leading Nordic digital broker for savings and investments with over 2 million customers in Sweden, Finland, Norway, and Denmark.



Through innovation, simplicity, and transparency, we challenge traditional structures and give private savers access to the same information, tools, and services as professional investors. Welcome to Nordnet.",2010-01-21T08:00:00Z,2025-11-18T20:34:22Z
fi,Finland,Finance,6015,9,767393591,OP-mobile,OP Osuuskunta,https://apps.apple.com/fi/app/op-mobile/id767393591?uo=4,0.0,3.00658,2280,Finance,"OP-mobile is an easy and secure app for managing your main banking and insurance, wherever you are. You can also have your company’s banking services at hand. You can use Mobile key to identify yourself for OP's digital services and public services, and confirm payments for online purchases.",2013-12-12T05:16:09Z,2025-11-20T08:12:53Z
fi,Finland,Finance,6015,10,1530346386,Resurs Bank,Resurs Bank AB,https://apps.apple.com/fi/app/resurs-bank/id1530346386?uo=4,0.0,1.32727,385,Finance,"In Resurs app we have gathered everything that you as customer might need. Get a full overview of your various accounts, handle your payments and utilize different campaigns and discounts. In our app you can also manage the settings for your card, e.g., activate or de-activate contactless payments or internet purchases and change your PIN-code. If questions arise along the way, you can chat with our customer support inside the app. Everything gathered, in one safe place.

The app in short:

* You get a full overview of your accounts
* You can keep track of your balances
* Fast and simple payments
* Pay things your way
* Manage your card settings
* Access to rapid and professional service, chat with our customer support

We are constantly working to improve the app and your experience. This version contains more improvements and fewer bugs. Update to get the most out of your Resurs app!",2020-11-18T08:00:00Z,2025-11-19T18:42:28Z
